Revenue_Data
MediSked,-,-,11 to 50,"less than
$1M (USD)",-
SWEETEN,-,2011,"less than
10","less than
$1M (USD)",-
AgendiZe,-,2003,"less than
10","less than
$1M (USD)",-
Vendor Registry,-,-,"less than
10","less than
$1M (USD)",-
TPG Rewards,-,-,11 to 50,$1M to $5M (USD),-
SimQuest,-,-,11 to 50,$1M to $5M (USD),-
Crystal Media Networks,-,-,11 to 50,$1M to $5M (USD),-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
REsurety,-,2012,"less than
10","less than
$1M (USD)",-
Vestorly,-,2013,"less than
10","less than
$1M (USD)",-
BridgePay Network Solutions,-,-,"less than
10","less than
$1M (USD)",-
ReachForce,-,2007,11 to 50,$5M to $25M (USD),-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
LiveProcess,-,-,11 to 50,$1M to $5M (USD),-
TeliApp Corporation,-,-,"less than
10","less than
$1M (USD)",-
EpiFinder,-,-,11 to 50,"less than
$1M (USD)",-
SIFT,-,2011,51 to 200,$1M to $5M (USD),-
BlackStratus,-,2013,"less than
10","less than
$1M (USD)",-
CentralBOS,-,2014,11 to 50,"less than
$1M (USD)",-
CourseHorse,-,2011,"less than
10","less than
$1M (USD)",-
REscour,-,-,"less than
10","less than
$1M (USD)",-
Oculus Health,-,-,"less than
10","less than
$1M (USD)",-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
SIMPLENIGHT,-,-,"less than
10",$5M to $25M (USD),-
BlocPower,-,-,"less than
10","less than
$1M (USD)",-
Icare,-,-,"1001 to 5,000",$100M to $500M (USD),Primary & Secondary Schools
RevLocal,Marc Hawk,2010,201 to 500,$5M to $25M (USD),Retail & Wholesale
VALID8.COM,-,-,"less than
10","less than
$1M (USD)",-
Groove,-,-,"less than
10","less than
$1M (USD)",Retail & Wholesale
Realeflow,-,2006,"less than
10",$1M to $5M (USD),-
BrandYourself,-,2011,11 to 50,$5M to $25M (USD),Personal Consumer Services
Auction Mobility,-,-,11 to 50,$1M to $5M (USD),Information Technology
CircleLink Health,-,-,"less than
10","less than
$1M (USD)",-
JobTarget,Andrew Banever,2001,51 to 200,$5M to $25M (USD),Human Resources & Staffing
C3 Metrics,-,2010,11 to 50,$1M to $5M (USD),-
TransCard,-,2012,11 to 50,$5M to $25M (USD),-
Babel Street,-,-,"less than
10","less than
$1M (USD)",-
CodeMettle,-,-,11 to 50,$5M to $25M (USD),-
Shotfarm,-,2010,11 to 50,$1M to $5M (USD),-
AllClear ID,-,2004,51 to 200,$5M to $25M (USD),-
Eloquence Communications,-,-,"less than
10","less than
$1M (USD)",-
"AssetBook, LLC",-,-,11 to 50,$1M to $5M (USD),-
Global IDs,-,-,51 to 200,$1M to $5M (USD),-
Enhatch,-,-,"less than
10","less than
$1M (USD)",-
ELLKAY,-,2002,11 to 50,$5M to $25M (USD),Information Technology
James,-,-,201 to 500,$5M to $25M (USD),Property Management
MediQuire,-,-,"less than
10","less than
$1M (USD)",-
Vybe Urgent Care,-,2016,201 to 500,$100M to $500M (USD),Healthcare
RevContent,-,-,51 to 200,$1M to $5M (USD),-
Sketchfab,-,2012,"less than
10","less than
$1M (USD)",-
Itopia,-,-,"less than
10","less than
$1M (USD)",-
ServiceWhale,-,-,11 to 50,"less than
$1M (USD)",-
ChannelEyes,-,-,"less than
10","less than
$1M (USD)",-
"Wellbe, Inc.",-,2007,11 to 50,"less than
$1M (USD)",Healthcare
Databox,Peter Caputa IV,-,11 to 50,"less than
$1M (USD)",Information Technology
TopOPPS,-,-,"less than
10","less than
$1M (USD)",-
Uptown Network,-,-,11 to 50,$1M to $5M (USD),-
Stay Metrics LLC,Tim Hindes,2012,11 to 50,"less than
$1M (USD)",Information Technology
Loopback Analytics,-,2009,11 to 50,$1M to $5M (USD),-
Cignifi,-,-,"less than
10","less than
$1M (USD)",-
Zoomph,-,2014,11 to 50,"less than
$1M (USD)",-
GroupBy,-,2012,11 to 50,$1M to $5M (USD),-
Phoenix Ortho,-,-,11 to 50,$1M to $5M (USD),-
Field2Base,-,2002,11 to 50,$1M to $5M (USD),-
Centripetal Networks,-,2009,11 to 50,$1M to $5M (USD),-
FISCAL Technologies Ltd,-,-,11 to 50,$5M to $25M (USD),Information Technology
SpendHQ,-,-,"less than
10","less than
$1M (USD)",-
SiteWit,-,2007,11 to 50,"less than
$1M (USD)",-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Agilis Systems,-,2004,51 to 200,$1M to $5M (USD),-
Vennli,-,2013,"less than
10","less than
$1M (USD)",-
MatchRX,-,-,11 to 50,$1M to $5M (USD),-
CrossLead,-,-,11 to 50,"less than
$1M (USD)",-
HYDROGEN,-,2018,11 to 50,$5M to $25M (USD),-
Butterfly,-,2006,11 to 50,$500M to $1B (USD),-
Kaon Interactive,-,-,11 to 50,$1M to $5M (USD),-
iPhotonix,-,2003,11 to 50,$5M to $25M (USD),-
Kinetix Trading Solutions,-,2010,11 to 50,$5M to $25M (USD),-
Ticket Evolution,-,2010,11 to 50,$100M to $500M (USD),Information Technology
Proposify,-,2013,11 to 50,$1M to $5M (USD),-
StartApp,-,2010,11 to 50,$1M to $5M (USD),-
Exoprise Systems,-,-,"less than
10","less than
$1M (USD)",-
Erply,-,-,"less than
10","less than
$1M (USD)",Information Technology
Credibility Capital,-,2013,11 to 50,$1M to $5M (USD),Financial Services
Ambient Clinical Analytics,-,-,"less than
10","less than
$1M (USD)",-
Fusebill,-,2011,11 to 50,$1M to $5M (USD),-
Solvoyo,-,-,"less than
10","less than
$1M (USD)",-
Motivo,-,2010,"less than
10",$1M to $5M (USD),-
Adrizer,Ken Bond,2014,11 to 50,$25M to $100M (USD),Information Technology
Groove,-,-,"less than
10","less than
$1M (USD)",Retail & Wholesale
HiMama,-,2013,"less than
10","less than
$1M (USD)",Consumer Goods and Services
Checkmate,-,-,11 to 50,$5M to $25M (USD),Financial Services
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Wellspring Worldwide Inc.,-,2003,11 to 50,$1M to $5M (USD),Information Technology
Ayata,-,-,"less than
10","less than
$1M (USD)",-
Albert,-,-,11 to 50,$1M to $5M (USD),Financial Services
Broadleaf Commerce,-,2009,11 to 50,$1M to $5M (USD),-
StopLight,-,2015,11 to 50,$1M to $5M (USD),-
ListingSpark,-,2012,11 to 50,$1M to $5M (USD),-
YetiCloud,Tim Marcinowski,-,"less than
10",$1M to $5M (USD),Information Technology
LINKUP,-,2009,11 to 50,"less than
$1M (USD)",Information Technology
Phoenix Energy Technologies,-,-,11 to 50,$5M to $25M (USD),-
Bractlet,-,-,"less than
10","less than
$1M (USD)",-
Jump Technologies,-,1999,"less than
10",$1M to $5M (USD),-
Greenprint,-,-,"less than
10","less than
$1M (USD)",-
Upfluence,-,2013,"less than
10","less than
$1M (USD)",-
Atomic Reach,-,2010,11 to 50,"less than
$1M (USD)",-
Brinqa,-,-,11 to 50,$1M to $5M (USD),Information Technology
ARCH,-,-,11 to 50,$1M to $5M (USD),Information Technology
LightPoint,-,1999,"less than
10","less than
$1M (USD)",-
Grability,-,2013,11 to 50,"less than
$1M (USD)",-
Simplifya,-,-,"less than
10","less than
$1M (USD)",Information Technology
Cybraics,-,-,11 to 50,"less than
$1M (USD)",-
Kipsu,-,2010,"less than
10","less than
$1M (USD)",-
Clearview,-,-,51 to 200,$100M to $500M (USD),Information Technology
Fixel,-,2018,11 to 50,"less than
$1M (USD)",-
Kangaroo Express,-,-,"more than
10,000",$5B to $10B (USD),Retail & Wholesale
PostBeyond,-,2013,11 to 50,$1M to $5M (USD),-
HOP,-,-,51 to 200,$1M to $5M (USD),-
Easyship,-,2014,11 to 50,$1M to $5M (USD),Shipping & Trucking
OneOme,-,-,"less than
10","less than
$1M (USD)",-
Itential,-,2013,"less than
10","less than
$1M (USD)",-
TalentGuard,-,2009,"less than
10","less than
$1M (USD)",-
Inuvika Inc,-,-,11 to 50,$1M to $5M (USD),-
IDEAL,-,-,51 to 200,$25M to $100M (USD),Information Technology
Zoro,Kevin Weadick,2011,201 to 500,$500M to $1B (USD),Retail & Wholesale
FirstClose,-,2000,11 to 50,$1M to $5M (USD),-
Field Agent,-,2010,11 to 50,"less than
$1M (USD)",-
CARROT,-,2015,11 to 50,"less than
$1M (USD)",Internet & Web Services
Asset Panda,Rex Kurzius,2012,11 to 50,"less than
$1M (USD)",Information Technology
Shoobx,-,-,11 to 50,$1M to $5M (USD),-
E.ON,-,2000,"more than
10,000","more than
$10B (USD)","Energy, Mining & Utilities"
iGrafx,-,1991,11 to 50,$1M to $5M (USD),-
PrinterLogic,-,2012,51 to 200,$25M to $100M (USD),Information Technology
One Technologies,-,2000,51 to 200,$100M to $500M (USD),Consumer Goods and Services
Invoiced,-,-,11 to 50,"less than
$1M (USD)",Information Technology
Homebase,Damian Mcgloughlin,1979,"5,001 to 10,000",$1B to $5B (USD),Retail & Wholesale
Xtiva Financial Systems,-,1998,11 to 50,$5M to $25M (USD),Financial Services
EVERNYM,-,2013,11 to 50,$1M to $5M (USD),-
UpTop,-,2000,11 to 50,$1M to $5M (USD),-
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Arrivalist,-,-,"less than
10","less than
$1M (USD)",-
ICAROS,-,2004,11 to 50,$1M to $5M (USD),-
SPOT,-,2009,11 to 50,$25M to $100M (USD),Transportation & Logistics
IdealSpot,-,-,"less than
10","less than
$1M (USD)",-
Agentis Energy,-,2009,"less than
10",$1M to $5M (USD),-
SPOTIO,-,2014,"less than
10","less than
$1M (USD)",-
Bundle,-,-,"less than
10","less than
$1M (USD)",Education
MOBI,-,1996,51 to 200,$25M to $100M (USD),Telecommunications
Flex,Revathi Advaithi,1969,"more than
10,000","more than
$10B (USD)",Manufacturing
cesium,-,2003,51 to 200,$5M to $25M (USD),-
4stay,-,2016,11 to 50,"less than
$1M (USD)",-
Switch Automation,-,2012,11 to 50,$1M to $5M (USD),-
Pingboard,-,2013,"less than
10","less than
$1M (USD)",-
Bongo,-,1993,51 to 200,$1M to $5M (USD),-
Fleet Advantage,-,2008,11 to 50,$5M to $25M (USD),-
"MachineMetrics, Inc.",-,2014,11 to 50,"less than
$1M (USD)",Information Technology
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Croissant,-,-,"less than
10","less than
$1M (USD)",-
Shibumi,-,2012,"less than
10","less than
$1M (USD)",-
TECTONIC,-,2011,51 to 200,$5M to $25M (USD),-
Qwick,Jamie Baxter,2017,"less than
10","less than
$1M (USD)",Restaurants & Food Service
Vydia,-,2013,11 to 50,$1M to $5M (USD),-
mLevel,-,2015,11 to 50,$1M to $5M (USD),-
OnSystem Logic,-,-,"less than
10",$1M to $5M (USD),-
Aliro,-,-,"less than
10","less than
$1M (USD)",Software Development
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Soon,-,2008,11 to 50,$1M to $5M (USD),-
Acerta,-,2001,"1001 to 5,000",$100M to $500M (USD),Human Resources & Staffing
iDMission,-,-,51 to 200,$1M to $5M (USD),-
New Frontier Data,-,-,11 to 50,"less than
$1M (USD)",-
Octopus,-,2000,201 to 500,$100M to $500M (USD),Telecommunications
ID Insight,-,-,"less than
10","less than
$1M (USD)",Information Technology
Tentrr,-,-,"less than
10","less than
$1M (USD)",-
Verb,-,-,"less than
10","less than
$1M (USD)",-
Vertrax,-,2003,"less than
10","less than
$1M (USD)",Information Technology
Copper Labs,-,-,"less than
10","less than
$1M (USD)",-
Harbor Compliance,-,2012,11 to 50,"less than
$1M (USD)",Consulting and Business Services
COMPANY NAME,CEO,Founded,Company size,Revenue,Industry
Noble,-,1953,201 to 500,$5M to $25M (USD),Manufacturing
ChaiONE,-,2008,51 to 200,$5M to $25M (USD),-
VIVA,-,-,11 to 50,$1M to $5M (USD),Healthcare
ClientSuccess,-,2014,11 to 50,"less than
$1M (USD)",-
Streamline Healthcare Solutions,-,2003,51 to 200,$5M to $25M (USD),-
Cycorp,-,-,11 to 50,$1M to $5M (USD),-
JioBit,-,2015,11 to 50,"less than
$1M (USD)",-
Virsys12,-,-,"less than
10","less than
$1M (USD)",-
Choozle,-,2012,"less than
10","less than
$1M (USD)",-
Pavaso,-,-,11 to 50,"less than
$1M (USD)",Financial Services
Gaggle,-,-,51 to 200,$5M to $25M (USD),Information Technology
Hypur,"Michael J. Sinnwell, Jr.",-,51 to 200,$100M to $500M (USD),Information Technology
Insala,-,1996,11 to 50,$5M to $25M (USD),-
Resolute.AI,-,2015,11 to 50,"less than
$1M (USD)",-
StackAdapt,-,2013,201 to 500,$100M to $500M (USD),Media & Communication
oneday,-,-,"less than
10","less than
$1M (USD)",-
StudioNOW,-,-,11 to 50,$5M to $25M (USD),Information Technology
Votigo,-,-,11 to 50,$1M to $5M (USD),-
FlexPay,Darryl Hicks,2011,11 to 50,$1M to $5M (USD),Financial Services
